SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,AVLTreeSortNComp,AVLTreeSortTns,
seq_800_51,319600,1556200,163035,295200,6725,169100,6153,163900,
seq_800_52,319600,1738900,164574,728100,6715,354200,6299,266300,
seq_800_53,319600,1401200,157207,284100,6717,170800,6250,166000,
seq_800_54,319600,1541000,162989,423900,6708,228700,6245,206900,
seq_800_55,319600,1896500,159527,538300,6697,280000,6224,248500,
seq_800_56,319600,1456000,157572,311000,6740,182800,6233,165300,
seq_800_57,319600,2352200,160441,298300,6737,166600,6204,166600,
seq_800_58,319600,1968400,161479,425900,6703,247000,6168,253400,
seq_800_59,319600,1450500,155023,283100,6714,168800,6245,167400,
seq_800_60,319600,1718200,158463,442200,6702,212400,6183,166300,
seq_800_61,319600,1963500,160325,293400,6721,169000,6211,167200,
seq_800_62,319600,1547400,161664,292700,6732,167100,6201,163500,
seq_800_63,319600,1562300,157693,284600,6704,170700,6272,165200,
seq_800_64,319600,1920800,157880,430800,6693,275600,6193,189300,
seq_800_65,319600,1568600,156703,302500,6695,170400,6240,165600,
seq_800_66,319600,1559500,163391,294600,6739,165600,6170,164700,
seq_800_67,319600,2583200,164978,480000,6713,181800,6169,164700,
seq_800_68,319600,1442300,164312,296500,6700,169800,6235,164100,
seq_800_69,319600,1494500,160764,502700,6709,331500,6209,257000,
seq_800_70,319600,2048100,163695,363600,6721,168000,6255,168300,
seq_800_71,319600,1592500,165545,299300,6715,175000,6202,162600,
seq_800_72,319600,1866600,162309,306000,6718,172200,6307,169200,
seq_800_73,319600,2398500,163234,300300,6749,166400,6211,167000,
seq_800_74,319600,1473700,160196,291100,6738,173500,6215,167400,
seq_800_75,319600,1592100,154814,337000,6714,235000,6277,190000,
seq_800_76,319600,1725400,154343,280000,6702,168000,6128,173100,
seq_800_77,319600,1530500,157165,284000,6750,167600,6159,165700,
seq_800_78,319600,1630100,161787,343800,6750,249200,6262,167300,
seq_800_79,319600,1515000,156948,283700,6718,173700,6114,162400,
seq_800_80,319600,1575100,160379,294200,6742,166200,6176,169100,
seq_800_81,319600,1497800,159195,304500,6724,166000,6172,164500,
seq_800_82,319600,1498900,161244,292800,6739,172000,6188,165700,
seq_800_83,319600,1517000,159225,288300,6734,170700,6307,166500,
seq_800_84,319600,2392100,163229,578900,6718,321200,6167,323900,
seq_800_85,319600,1358300,159873,331900,6723,169000,6266,168800,
seq_800_86,319600,1581100,159475,287500,6709,166900,6213,164900,
seq_800_87,319600,1810100,163945,401700,6723,261100,6221,240200,
seq_800_88,319600,1482800,153736,278400,6723,165000,6279,168900,
seq_800_89,319600,1599200,160551,290100,6736,168400,6250,407500,
seq_800_90,319600,1979200,163464,533500,6717,349700,6247,252800,
seq_800_91,319600,1507500,164256,297800,6734,176100,6198,165000,
seq_800_92,319600,2126100,158277,294400,6710,164500,6169,165200,
seq_800_93,319600,1771000,160955,500600,6713,348000,6193,233800,
seq_800_94,319600,1474400,168433,304000,6716,171500,6200,165500,
seq_800_95,319600,1601700,158092,359200,6741,322800,6172,167900,
seq_800_96,319600,1916700,159192,331700,6711,165100,6212,166800,
seq_800_97,319600,1576600,163452,296400,6718,166000,6209,164600,
seq_800_98,319600,1526300,161515,291400,6703,170700,6233,167500,
seq_800_99,319600,2629300,154456,281800,6685,183300,6231,168100,
seq_850_0,360825,1759200,176186,319100,7203,174600,6543,174900,
seq_850_1,360825,1869600,182970,980800,7225,355500,6643,268200,
seq_850_2,360825,1738800,180337,326600,7232,178600,6557,179100,
seq_850_3,360825,1792100,176615,318500,7226,185300,6608,176900,
seq_850_4,360825,2168600,175519,489400,7211,407900,6609,286600,
seq_850_5,360825,1612700,181111,326100,7227,176900,6606,179000,
seq_850_6,360825,1764600,185875,418800,7228,209300,6646,206800,
seq_850_7,360825,3038200,180758,346000,7209,178300,6648,175700,
seq_850_8,360825,1795800,178559,321900,7181,182700,6617,176400,
seq_850_9,360825,1843700,183593,468400,7209,179100,6635,183500,
seq_850_10,360825,1605800,179480,322400,7219,176300,6695,178600,
seq_850_11,360825,1926000,179187,349000,7214,180200,6598,176900,
seq_850_12,360825,2053000,187013,520000,7239,426600,6680,257400,
seq_850_13,360825,1697800,178882,323500,7228,191700,6587,177700,
seq_850_14,360825,1731000,184618,338400,7226,178100,6567,174500,
seq_850_15,360825,3266600,174608,317000,7174,179200,6684,177700,
seq_850_16,360825,1825700,176796,320600,7222,177200,6607,177500,
seq_850_17,360825,2065700,177790,489500,7220,269700,6737,257400,
seq_850_18,360825,1613100,177413,411800,7186,197000,6702,175800,
seq_850_19,360825,1785400,179635,324400,7220,181800,6685,176700,
seq_850_20,360825,2384400,177730,467000,7218,314600,6569,262400,
seq_850_21,360825,1622000,182618,338600,7192,182700,6659,179100,
seq_850_22,360825,1780100,179604,766400,7204,401700,6665,260800,
seq_850_23,360825,2396200,180304,428600,7207,189600,6558,176900,
seq_850_24,360825,3254600,179824,747500,7217,356100,6601,253500,
seq_850_25,360825,2311000,176491,332800,7207,188200,6669,179000,
seq_850_26,360825,1920100,184083,756200,7238,253900,6648,243500,
seq_850_27,360825,3234700,178329,501800,7212,296200,6616,183000,
seq_850_28,360825,2165400,183808,337300,7219,195200,6661,204600,
seq_850_29,360825,1680300,178281,324600,7214,209400,6790,273700,
seq_850_30,360825,3528800,183027,348900,7218,197700,6678,214100,
seq_850_31,360825,3012900,178129,958100,7220,524000,6653,383200,
seq_850_32,360825,2545400,181440,675400,7217,315700,6647,253100,
seq_850_33,360825,3446500,182265,695800,7235,314700,6644,246600,
seq_850_34,360825,2578600,180408,386500,7223,203800,6752,251100,
seq_850_35,360825,4445000,176805,614600,7220,304200,6692,230700,
seq_850_36,360825,3078400,185661,829100,7217,314300,6641,255300,
seq_850_37,360825,2886600,179666,669000,7221,318000,6620,257700,
seq_850_38,360825,3340000,181165,687200,7237,369800,6693,437400,
seq_850_39,360825,3050900,181168,685600,7211,442700,6607,246300,
seq_850_40,360825,2923100,189505,1030200,7226,355900,6664,259700,
seq_850_41,360825,2906300,179529,442200,7194,226900,6647,254300,
seq_850_42,360825,3122300,180794,948400,7216,529700,6668,365100,
seq_850_43,360825,2601200,189230,669200,7207,298900,6705,253100,
seq_850_44,360825,3044800,178314,1397500,7188,517700,6677,1338300,
seq_850_45,360825,2872000,181013,631900,7184,296400,6672,262400,
seq_850_46,360825,2464800,183196,773500,7226,279200,6677,239200,
seq_850_47,360825,1945200,176944,433900,7200,205900,6721,200200,
seq_850_48,360825,2699900,183873,672600,7200,277900,6655,225000,
seq_850_49,360825,1560100,178247,323400,7228,177200,6739,176000,
seq_850_50,360825,1704900,181075,601400,7198,333400,6608,209400,
seq_850_51,360825,3011800,176238,817800,7208,226900,6673,263800,
seq_850_52,360825,2014100,179616,333100,7208,187100,6648,185700,
seq_850_53,360825,2161900,171867,416100,7205,385800,6672,489900,
seq_850_54,360825,2845900,175730,616900,7228,265100,6648,177900,
seq_850_55,360825,1982800,178158,326500,7188,178600,6593,175300,
seq_850_56,360825,2149300,178874,352000,7222,184300,6659,176200,
seq_850_57,360825,2491000,189203,649600,7172,292700,6635,246500,
seq_850_58,360825,3290700,181782,383200,7216,189900,6672,181300,
seq_850_59,360825,2109300,177333,326900,7222,177300,6603,176200,
seq_850_60,360825,2419300,177059,370900,7231,192200,6599,244900,
seq_850_61,360825,1850100,184709,340100,7201,183900,6659,179700,
seq_850_62,360825,1887400,177173,322400,7249,183600,6713,180700,
seq_850_63,360825,3230500,189357,408200,7239,187600,6733,178500,
seq_850_64,360825,1851000,182100,383800,7202,178500,6732,180100,
seq_850_65,360825,2384400,180146,394800,7211,187100,6554,183800,
seq_850_66,360825,2020300,180262,602600,7218,279600,6628,239900,
seq_850_67,360825,2588300,183513,674900,7238,291000,6647,257900,
seq_850_68,360825,2710700,181878,339200,7225,184100,6655,179800,
seq_850_69,360825,1940200,175743,365600,7179,182600,6679,178600,
seq_850_70,360825,2931000,173542,583200,7236,184700,6572,183200,
seq_850_71,360825,1903900,179305,471500,7224,280700,6696,252700,
seq_850_72,360825,4267600,176427,403600,7238,1276400,6654,180700,
seq_850_73,360825,2128500,190906,559500,7202,255700,6669,179600,
seq_850_74,360825,3353100,181975,467700,7207,186500,6581,182800,
seq_850_75,360825,1797600,182833,333000,7173,179100,6685,180100,
seq_850_76,360825,2305300,179136,639100,7197,292400,6733,252600,
seq_850_77,360825,1865000,178630,358000,7194,200700,6647,176300,
seq_850_78,360825,2012600,177097,366400,7202,186700,6594,220500,
seq_850_79,360825,3116500,183368,422600,7224,242100,6578,195000,
seq_850_80,360825,1821500,186162,343200,7204,176600,6578,175300,
seq_850_81,360825,2038000,178076,370000,7236,180000,6630,176900,
seq_850_82,360825,2638800,184871,378800,7201,198200,6583,239800,
seq_850_83,360825,2030300,179966,382900,7224,206100,6684,179700,
seq_850_84,360825,2025600,172545,1029500,7224,358100,6620,183600,
seq_850_85,360825,1970000,187160,436200,7238,176800,6683,180100,
seq_850_86,360825,1768000,180149,331800,7211,177800,6687,176800,
seq_850_87,360825,3448300,181556,356400,7200,177900,6701,178300,
seq_850_88,360825,2476000,182666,357200,7192,195100,6649,180300,
seq_850_89,360825,1897600,172921,317900,7218,184100,6609,174900,
seq_850_90,360825,1710200,178549,326800,7216,178800,6639,179400,
seq_850_91,360825,1758100,189180,341500,7211,177200,6604,178100,
seq_850_92,360825,2021100,190855,571400,7210,332800,6648,308000,
seq_850_93,360825,1743400,178620,322100,7197,182700,6650,174600,
seq_850_94,360825,1747800,176557,319100,7220,179700,6652,176600,
seq_850_95,360825,2135600,182563,508700,7228,389700,6599,272300,
seq_850_96,360825,1559200,183481,330100,7195,176800,6637,175700,
seq_850_97,360825,1725500,173174,319600,7226,179300,6671,176100,
seq_850_98,360825,3069200,182373,469800,7205,178100,6642,178300,
seq_850_99,360825,1922400,179141,408300,7205,193400,6665,177800,
seq_900_0,404550,2075900,204257,370700,7726,195200,7148,189900,
seq_900_1,404550,2176700,197784,366400,7719,212400,7048,201500,
seq_900_2,404550,1930600,211156,380300,7700,186900,7107,187900,
seq_900_3,404550,2085400,204703,716300,7691,347200,7121,269400,
seq_900_4,404550,2046100,202749,365800,7699,188600,7032,193300,
seq_900_5,404550,2036800,198543,364700,7729,186300,7005,186400,
seq_900_6,404550,3119700,196824,363900,7723,208400,7050,187200,
seq_900_7,404550,1895100,201805,362600,7700,192200,7145,189400,
seq_900_8,404550,2249200,201094,368600,7718,197800,7128,188400,
seq_900_9,404550,1916800,189930,343800,7686,188000,7021,188400,
seq_900_10,404550,1946000,192670,349500,7709,187500,7063,187800,
seq_900_11,404550,2809300,202895,707600,7722,191500,7094,187700,
seq_900_12,404550,1839900,204065,368500,7697,192300,7085,189200,
seq_900_13,404550,1985600,204138,368400,7688,193100,7048,190100,
seq_900_14,404550,2554200,205669,385800,7717,196900,7105,192800,
seq_900_15,404550,2137200,202410,398900,7725,191700,7025,195700,
seq_900_16,404550,2098600,200110,359500,7709,189200,7021,185400,
seq_900_17,404550,2083700,201986,430600,7704,192000,6973,185100,
seq_900_18,404550,1911300,216397,390500,7704,197400,7207,188300,
seq_900_19,404550,2860400,197618,430100,7720,197300,7081,186200,
seq_900_20,404550,1876800,203860,494700,7703,200700,7111,188500,
seq_900_21,404550,1989100,208132,375300,7707,193500,7090,191800,
seq_900_22,404550,2356700,201665,422300,7709,195900,7103,191200,
seq_900_23,404550,2018200,207529,372300,7715,188000,7023,186100,
seq_900_24,404550,2416900,196414,416900,7696,316500,7069,260700,
seq_900_25,404550,1801900,197183,355000,7704,195500,7227,189100,
seq_900_26,404550,1992400,204784,370200,7722,187000,7002,187800,
seq_900_27,404550,2922500,208140,461100,7716,197400,7058,185800,
seq_900_28,404550,2103400,203585,369900,7713,196400,6969,192000,
seq_900_29,404550,1882200,206199,370600,7704,199000,7119,187200,
seq_900_30,404550,2154500,208342,457700,7697,197300,7028,187400,
seq_900_31,404550,1959900,199130,358900,7745,187700,7018,190100,
seq_900_32,404550,2336400,205448,888400,7735,251700,7108,187100,
seq_900_33,404550,2049200,211064,460100,7704,191200,7055,185000,
seq_900_34,404550,1929200,194717,352400,7702,194900,7122,187400,
seq_900_35,404550,2225100,205172,381000,7735,212700,7130,190800,
seq_900_36,404550,1963200,207866,373500,7724,192700,7042,186300,
seq_900_37,404550,2453900,204528,569300,7715,304500,7111,285300,
seq_900_38,404550,1773200,202095,364400,7699,187600,7066,187000,
seq_900_39,404550,1908400,201579,362800,7700,186500,7174,188100,
seq_900_40,404550,2710800,195388,357900,7702,196500,7106,188900,
seq_900_41,404550,1849000,199809,360500,7717,194200,7137,187700,
seq_900_42,404550,2100700,210375,378900,7713,196300,7148,187300,
seq_900_43,404550,1887400,199994,359900,7731,187800,7148,189700,
seq_900_44,404550,1944500,206848,373100,7724,187500,7051,185300,
seq_900_45,404550,2702700,205282,386800,7716,189200,7010,187400,
seq_900_46,404550,2267400,202080,441600,7728,198700,7058,189000,
seq_900_47,404550,2011500,202372,419900,7699,190200,6995,185900,
seq_900_48,404550,2321000,198596,374900,7687,198600,7059,191200,
seq_900_49,404550,2124700,206532,429700,7712,205900,7056,190400,
seq_900_50,404550,3347800,205829,726300,7730,299800,7037,251400,
seq_900_51,404550,2679600,195317,358400,7684,195200,7086,187500,
seq_900_52,404550,5780300,209898,930700,7719,477000,7000,336200,
seq_900_53,404550,2135900,199857,369000,7717,198900,7112,188600,
seq_900_54,404550,3039700,204981,649800,7697,205100,7159,204500,
seq_900_55,404550,2559100,192298,399200,7681,190400,7030,186800,
seq_900_56,404550,4458700,206246,864100,7753,299000,7061,239900,
seq_900_57,404550,1938700,210274,378900,7721,195100,7102,188900,
seq_900_58,404550,2724100,208927,451800,7714,209200,7100,186600,
seq_900_59,404550,2105100,206503,469700,7742,200800,7104,192800,
seq_900_60,404550,2009500,203354,367500,7732,187400,7090,199400,
seq_900_61,404550,2290000,209773,397100,7704,191100,7086,187600,
seq_900_62,404550,2071300,210039,377900,7722,189500,7040,184400,
seq_900_63,404550,2051200,205723,933600,7712,351500,7031,268800,
seq_900_64,404550,2282400,202104,382000,7694,197500,7049,187700,
seq_900_65,404550,2035900,205604,369000,7700,190600,7084,186800,
seq_900_66,404550,2421200,201259,368400,7702,193000,7122,192100,
seq_900_67,404550,2095700,192313,346600,7718,189600,6994,192100,
seq_900_68,404550,2062300,203774,716500,7709,408900,7133,290400,
seq_900_69,404550,1897400,196189,353100,7719,195200,7132,189500,
seq_900_70,404550,1972000,205108,370500,7722,195900,7047,187600,
seq_900_71,404550,2846200,205513,379700,7680,196400,7051,198100,
seq_900_72,404550,2027900,205453,369000,7708,191400,7104,190500,
seq_900_73,404550,1916000,199291,358700,7715,188900,7089,185900,
seq_900_74,404550,2206100,189781,346200,7734,190100,7010,188300,
seq_900_75,404550,2311800,205982,380200,7677,201200,7105,188800,
seq_900_76,404550,2528100,197932,366200,7745,196000,7113,189100,
seq_900_77,404550,2029500,194685,440900,7704,198400,7029,190700,
seq_900_78,404550,2021900,210130,379200,7699,186200,7010,198500,
seq_900_79,404550,2097500,205319,414000,7712,194700,7062,187700,
seq_900_80,404550,1952100,204700,368700,7722,185100,7090,185600,
seq_900_81,404550,1881800,206051,370100,7738,193900,7119,198900,
seq_900_82,404550,2284500,208065,392300,7735,195700,7090,187300,
seq_900_83,404550,1966900,204408,367000,7695,205500,7064,185100,
seq_900_84,404550,2472900,207088,480100,7675,194700,7147,192000,
seq_900_85,404550,1958900,196535,356200,7728,187000,7099,188200,
seq_900_86,404550,1900800,204356,721400,7716,306000,7116,186800,
seq_900_87,404550,1863500,201666,363100,7679,201300,7039,187800,
seq_900_88,404550,1977600,200137,360500,7723,200200,7096,188100,
seq_900_89,404550,2113000,202137,645300,7711,240100,7091,200300,
seq_900_90,404550,2773400,205230,382500,7717,222000,7143,199400,
seq_900_91,404550,2806400,198429,512300,7733,308400,6925,359500,
seq_900_92,404550,2098600,210495,469000,7676,193600,7063,190800,
seq_900_93,404550,1944700,209493,375700,7696,1087600,7096,182300,
seq_900_94,404550,2387800,210757,390100,7728,194600,7091,192400,
seq_900_95,404550,2278900,212180,427200,7713,188500,7096,207200,
seq_900_96,404550,1990700,197383,356100,7726,190000,7101,185900,
seq_900_97,404550,2023200,201645,439500,7734,190800,7085,188000,
seq_900_98,404550,1991000,206705,431000,7722,189800,6985,188300,
seq_900_99,404550,3516000,204298,432500,7700,197400,7005,188900,
seq_950_0,450775,2197100,223974,407400,8222,206800,7525,197900,
seq_950_1,450775,2321800,229605,449400,8237,265600,7558,354000,
seq_950_2,450775,2029900,236800,431900,8212,201700,7625,209700,
seq_950_3,450775,2213300,223512,401700,8234,198300,7516,200600,
seq_950_4,450775,2672100,225213,468000,8216,401500,7521,250500,
seq_950_5,450775,2684100,228234,421300,8227,201300,7523,207700,
seq_950_6,450775,2412800,233365,664600,8198,251400,7416,196400,
seq_950_7,450775,2568400,223891,421300,8177,204200,7496,200500,
seq_950_8,450775,2297900,219320,398600,8177,204100,7502,198400,
seq_950_9,450775,2547700,236283,441800,8217,209500,7475,197500,
seq_950_10,450775,2202000,227129,409400,8208,209500,7477,197600,
seq_950_11,450775,2842800,219357,397800,8177,201400,7541,201800,
seq_950_12,450775,2276000,218454,402400,8219,202900,7543,200500,
seq_950_13,450775,2150300,220810,396300,8178,197800,7592,199300,
seq_950_14,450775,2151700,219970,395500,8206,199600,7428,200500,
seq_950_15,450775,2204800,220989,397000,8233,207300,7559,199500,
seq_950_16,450775,3182100,218891,394800,8171,208200,7560,204600,
seq_950_17,450775,2166900,225125,405100,8195,245500,7451,220700,
seq_950_18,450775,2441900,220057,606800,8214,259700,7498,200000,
seq_950_19,450775,2303400,224501,410900,8180,205100,7514,213000,
seq_950_20,450775,2222400,224414,444900,8208,198100,7564,199900,
seq_950_21,450775,2213300,227043,414600,8205,199600,7535,197400,
seq_950_22,450775,2370500,222547,409500,8205,200200,7405,197600,
seq_950_23,450775,2480500,230047,516600,8196,202800,7591,205400,
seq_950_24,450775,2372400,221881,414700,8199,208500,7464,197600,
seq_950_25,450775,2258800,226532,416000,8221,205100,7481,198600,
seq_950_26,450775,2417200,220700,422700,8244,218000,7514,197800,
seq_950_27,450775,2180200,230610,414200,8214,198600,7551,203200,
seq_950_28,450775,3309400,229952,426000,8199,205200,7542,197900,
seq_950_29,450775,2420500,224771,424600,8193,207800,7551,201200,
seq_950_30,450775,2124400,224436,461200,8200,227900,7546,241000,
seq_950_31,450775,2139000,229479,411000,8215,200300,7473,198900,
seq_950_32,450775,2216600,221080,397700,8220,202700,7456,194700,
seq_950_33,450775,2468500,226573,413200,8223,204600,7582,200300,
seq_950_34,450775,2413700,225899,414700,8217,208100,7569,205200,
seq_950_35,450775,2473700,224102,664000,8214,259200,7523,199300,
seq_950_36,450775,2306800,227465,418200,8200,200700,7454,196600,
seq_950_37,450775,2247300,230905,431700,8230,198800,7472,198400,
seq_950_38,450775,2192200,235790,425200,8194,199000,7540,197200,
seq_950_39,450775,2359600,229034,430800,8230,203100,7531,198000,
seq_950_40,450775,2634100,211813,700100,8197,337200,7554,282100,
seq_950_41,450775,2442100,231331,489100,8222,217500,7408,195900,
seq_950_42,450775,2219300,226097,407100,8198,203900,7471,199000,
seq_950_43,450775,2347100,229261,420000,8184,215500,7517,200600,
seq_950_44,450775,2308400,225245,404000,8179,199800,7592,204400,
seq_950_45,450775,2944900,219811,399400,8225,200600,7499,201200,
seq_950_46,450775,2150900,235765,422100,8184,196400,7556,198900,
seq_950_47,450775,2521500,234285,482200,8196,200000,7506,201100,
seq_950_48,450775,2331700,222341,410400,8210,206000,7523,198100,
seq_950_49,450775,2532200,229297,580700,8207,218100,7501,199900,
seq_950_50,450775,2258400,228123,431200,8194,1113400,7480,197000,
seq_950_51,450775,2156200,221700,405100,8204,202000,7517,197100,
seq_950_52,450775,2417800,220454,466700,8197,211800,7548,197500,
seq_950_53,450775,2238400,216797,389500,8191,199500,7525,205600,
seq_950_54,450775,2621400,234658,488600,8215,201900,7544,199300,
seq_950_55,450775,2513800,226319,426500,8226,202500,7563,202900,
seq_950_56,450775,2341300,226717,817500,8202,679600,7523,274100,
seq_950_57,450775,2311500,217073,396100,8190,203600,7525,199000,
seq_950_58,450775,2193300,218103,392400,8215,206200,7517,202400,
seq_950_59,450775,2466200,229945,420100,8213,211200,7673,218300,
seq_950_60,450775,2211900,224116,403700,8159,205100,7673,203000,
seq_950_61,450775,2668000,227059,479600,8218,223100,7504,199800,
seq_950_62,450775,2601000,219960,411000,8231,219400,7561,200500,
seq_950_63,450775,2313500,227793,472200,8213,199500,7509,204000,
seq_950_64,450775,2259600,220946,402300,8158,202000,7472,197900,
seq_950_65,450775,2430300,225651,494300,8221,201800,7514,198000,
seq_950_66,450775,2695700,229378,441900,8191,214900,7532,199100,
seq_950_67,450775,2197700,224789,443500,8210,203400,7541,201300,
seq_950_68,450775,2163900,227391,570000,8190,292400,7459,313300,
seq_950_69,450775,2233600,225833,415000,8209,210500,7426,197400,
seq_950_70,450775,2292800,227920,408900,8223,204100,7513,197300,
seq_950_71,450775,2277700,223109,416800,8213,221600,7490,202300,
seq_950_72,450775,2160200,227594,408200,8232,198000,7499,198900,
seq_950_73,450775,2885400,218973,811100,8201,200900,7614,201700,
seq_950_74,450775,2522300,230444,431500,8207,201400,7597,201800,
seq_950_75,450775,2125500,222623,406800,8186,198300,7680,199700,
seq_950_76,450775,2080800,230483,413800,8212,199600,7432,384200,
seq_950_77,450775,2521400,227441,418300,8228,206100,7553,201100,
seq_950_78,450775,2752300,227524,409300,8238,206100,7502,197700,
seq_950_79,450775,2352300,224739,414400,8223,215700,7438,197900,
seq_950_80,450775,2128300,223556,402100,8205,206800,7558,199500,
seq_950_81,450775,2429800,224586,408900,8206,207400,7496,202500,
seq_950_82,450775,3107700,224363,438100,8224,217600,7521,216000,
seq_950_83,450775,2158700,232664,418500,8211,198800,7420,200200,
seq_950_84,450775,2241800,230301,446900,8235,208000,7456,200300,
seq_950_85,450775,2493500,227293,592400,8220,509400,7460,277100,
seq_950_86,450775,2369900,222208,407600,8197,201800,7602,199400,
seq_950_87,450775,2264100,226985,469300,8189,198100,7523,198500,
seq_950_88,450775,2371700,224886,411100,8211,212300,7510,200300,
seq_950_89,450775,2485500,222172,403000,8200,204800,7512,198000,
seq_950_90,450775,2737800,222281,427100,8189,215400,7421,198100,
seq_950_91,450775,2365200,227117,421300,8230,209500,7500,204300,
seq_950_92,450775,2193900,228062,411700,8202,233900,7514,336300,
seq_950_93,450775,2499500,233917,433500,8218,212300,7423,204100,
seq_950_94,450775,2225300,223692,445700,8197,199400,7507,204800,
seq_950_95,450775,2825400,222882,496700,8205,288000,7541,230300,
seq_950_96,450775,2578600,218617,407100,8219,200300,7589,200100,
seq_950_97,450775,2266300,231401,706300,8232,246000,7479,200900,
seq_950_98,450775,2372100,231197,434600,8228,208600,7526,204700,
seq_950_99,450775,2274300,229985,431900,8208,202900,7496,197900,
seq_1000_0,499500,2685100,253974,467600,8738,232200,7915,210700,
seq_1000_1,499500,2481900,250510,449500,8705,218000,8014,214900,
seq_1000_2,499500,3579700,256845,460500,8692,217300,8022,210700,
seq_1000_3,499500,2630600,253649,472400,8723,215900,8031,209700,
seq_1000_4,499500,2820600,257673,544500,8718,213200,7938,215900,
seq_1000_5,499500,2785100,246986,443500,8715,211100,7978,1207300,
seq_1000_6,499500,3279000,243772,678700,8701,219500,7923,209200,
seq_1000_7,499500,3030900,246203,453000,8688,212600,7984,211500,
seq_1000_8,499500,2496900,246753,486100,8707,320600,7933,318200,
seq_1000_9,499500,2736000,254469,534100,8711,217100,7977,211300,
seq_1000_10,499500,2644600,257500,464500,8711,210100,7963,210300,
seq_1000_11,499500,2563500,247104,469800,8703,214300,7945,213200,
seq_1000_12,499500,2814500,246833,455900,8724,212300,8026,209300,
seq_1000_13,499500,3061000,257778,542000,8715,214900,7984,213900,
seq_1000_14,499500,2779700,249718,459200,8683,218800,7904,216500,
seq_1000_15,499500,2732400,247509,1026500,8698,214200,7997,214200,
seq_1000_16,499500,2974900,252685,478800,8712,214300,7952,212200,
seq_1000_17,499500,2373000,254099,458800,8730,221100,8076,283300,
seq_1000_18,499500,2447500,251658,545500,8709,233100,8024,215300,
seq_1000_19,499500,2972500,250482,476000,8745,213500,7890,212100,
seq_1000_20,499500,2366300,256487,460000,8748,209100,7962,366900,
seq_1000_21,499500,2854100,243325,443000,8679,213600,7944,213100,
seq_1000_22,499500,2989000,243189,440200,8726,223400,8004,210800,
seq_1000_23,499500,2522400,254277,462400,8719,224000,7954,210100,
seq_1000_24,499500,2662100,245300,598900,8737,229200,7953,208100,
seq_1000_25,499500,2717300,255088,462000,8714,217200,7988,210000,
seq_1000_26,499500,2477200,256616,459900,8691,214500,7875,209600,
seq_1000_27,499500,2480500,248257,448900,8721,220400,7946,211000,
seq_1000_28,499500,2779600,252503,459000,8712,219100,7933,209000,
seq_1000_29,499500,3284100,248854,456200,8708,222100,8038,209600,
seq_1000_30,499500,2647200,248770,448600,8677,217300,7909,207300,
seq_1000_31,499500,2424100,242457,437600,8669,226200,7899,208900,
seq_1000_32,499500,2613300,252217,459500,8672,226400,7983,209800,
seq_1000_33,499500,2326700,254319,455100,8721,223300,7972,212800,
seq_1000_34,499500,2905700,254194,461300,8701,223500,7858,209900,
seq_1000_35,499500,2947600,254265,464200,8703,220900,8040,208800,
seq_1000_36,499500,2858600,243941,441200,8700,223200,7931,209300,
seq_1000_37,499500,2709400,249943,690400,8724,223300,7966,216100,
seq_1000_38,499500,2624100,253098,491900,8712,222600,7917,211000,
seq_1000_39,499500,2440100,254162,457300,8731,209600,7897,210600,
seq_1000_40,499500,2687800,246838,453400,8708,217800,7889,214700,
seq_1000_41,499500,2447800,247373,445100,8694,214700,7983,218500,
seq_1000_42,499500,2518800,253241,458200,8736,216900,7827,222000,
seq_1000_43,499500,2640900,249526,457400,8699,210800,7989,208500,
seq_1000_44,499500,3114300,246211,510200,8720,214200,7931,211000,
seq_1000_45,499500,2587600,243611,447600,8717,213600,7929,208200,
seq_1000_46,499500,2678000,258974,733300,8711,423100,7952,300800,
seq_1000_47,499500,2519900,243821,446300,8710,210800,7938,208200,
seq_1000_48,499500,2821600,244818,449700,8718,215300,7913,206700,
seq_1000_49,499500,2374300,252042,546900,8754,253400,7857,212200,
seq_1000_50,499500,2676800,250878,458200,8755,211400,7931,211000,
seq_1000_51,499500,3161600,249068,447800,8710,274700,8053,224500,
seq_1000_52,499500,2569000,251202,463800,8722,212900,7905,209700,
seq_1000_53,499500,2794200,248547,521400,8716,214100,8077,213900,
seq_1000_54,499500,2573200,244643,443700,8731,213600,7888,212200,
seq_1000_55,499500,2496200,256499,459400,8709,209800,7955,268200,
seq_1000_56,499500,2895300,244363,447800,8735,211700,7901,209500,
seq_1000_57,499500,2353100,251534,451500,8717,1050200,8055,205000,
seq_1000_58,499500,2272900,256503,529600,8711,216300,7925,209700,
seq_1000_59,499500,2660700,242335,442200,8721,240900,7954,210000,
seq_1000_60,499500,2448400,243341,443200,8710,215600,7891,215900,
seq_1000_61,499500,2681500,263956,483200,8697,226000,7909,209600,
seq_1000_62,499500,3103700,254337,463800,8732,218100,7895,208900,
seq_1000_63,499500,2848500,252404,464500,8727,221900,7935,209300,
seq_1000_64,499500,2846000,254167,502900,8684,223200,7896,212200,
seq_1000_65,499500,2678000,250734,456700,8696,222100,7936,214200,
seq_1000_66,499500,2436300,244652,439200,8707,215100,7949,207400,
seq_1000_67,499500,2952500,243640,448800,8689,219500,7911,209200,
seq_1000_68,499500,2484100,256630,502400,8727,213600,7932,222600,
seq_1000_69,499500,3008400,256245,469500,8708,220100,7893,210800,
